p,mu
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,1
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0.1
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,0.1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,1
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0
0.01,0.1
0.01,0.1
0.01,0
